date,i,j,co_order_cnt,rn
2026-04-10,1000000028,1000000063,1,12
2026-04-10,1000000028,1000000064,2,7
2026-04-10,1000000028,1000000069,2,8
2026-04-10,1000000028,1000000070,2,9
2026-04-10,1000000028,1000000071,3,2
2026-04-10,1000000028,1000000072,1,13
2026-04-10,1000000028,1000000083,2,10
2026-04-10,1000000028,1000000087,1,14
2026-04-10,1000000028,1000000113,1,15
2026-04-10,1000000028,1000000121,1,16
2026-04-10,1000000033,1000000027,2,10
2026-04-10,1000000033,1000000035,12,1
2026-04-10,1000000033,1000000042,5,6
2026-04-10,1000000033,1000000043,9,2
2026-04-10,1000000033,1000000044,2,11
2026-04-10,1000000033,1000000045,7,3
2026-04-10,1000000033,1000000062,1,14
2026-04-10,1000000033,1000000063,1,15
2026-04-10,1000000033,1000000064,6,5
2026-04-10,1000000033,1000000065,3,9
2026-04-10,1000000033,1000000066,1,16
2026-04-10,1000000033,1000000070,1,17
2026-04-10,1000000033,1000000071,1,18
2026-04-10,1000000033,1000000083,7,4
2026-04-10,1000000033,1000000085,1,19
2026-04-10,1000000033,1000000087,2,12
2026-04-10,1000000033,1000000113,1,20
2026-04-10,1000000033,1000000121,5,7
2026-04-10,1000000033,1000000127,4,8
2026-04-10,1000000033,1000000128,1,21
2026-04-10,1000000033,1000000142,1,22
2026-04-10,1000000033,1000000144,2,13
2026-04-10,1000000035,1000000027,3,16
2026-04-10,1000000035,1000000028,1,20
2026-04-10,1000000035,1000000033,12,6
2026-04-10,1000000035,1000000042,16,2
2026-04-10,1000000035,1000000043,13,4
2026-04-10,1000000035,1000000044,10,7
2026-04-10,1000000035,1000000045,13,5
2026-04-10,1000000035,1000000062,7,10
2026-04-10,1000000035,1000000063,6,11
2026-04-10,1000000035,1000000064,21,1
2026-04-10,1000000035,1000000065,5,12
2026-04-10,1000000035,1000000066,8,8
2026-04-10,1000000035,1000000069,3,17
2026-04-10,1000000035,1000000071,1,21
2026-04-10,1000000035,1000000083,8,9
2026-04-10,1000000035,1000000086,1,22
2026-04-10,1000000035,1000000087,2,18
2026-04-10,1000000035,1000000088,5,13
2026-04-10,1000000035,1000000092,1,23
2026-04-10,1000000035,1000000093,4,15
2026-04-10,1000000035,1000000094,1,24
2026-04-10,1000000035,1000000108,1,25
2026-04-10,1000000035,1000000111,1,26
2026-04-10,1000000035,1000000112,1,27
2026-04-10,1000000035,1000000121,14,3
2026-04-10,1000000035,1000000127,5,14
2026-04-10,1000000035,1000000128,2,19
2026-04-10,1000000035,1000000142,1,28
2026-04-10,1000000035,1000000144,1,29
2026-04-10,1000000042,1000000027,6,16
2026-04-10,1000000042,1000000028,3,20
2026-04-10,1000000042,1000000033,5,18
2026-04-10,1000000042,1000000035,16,9
2026-04-10,1000000042,1000000043,62,3
2026-04-10,1000000042,1000000044,34,4
2026-04-10,1000000042,1000000045,79,2
2026-04-10,1000000042,1000000062,21,6
2026-04-10,1000000042,1000000063,27,5
2026-04-10,1000000042,1000000064,83,1
2026-04-10,1000000042,1000000065,10,12
2026-04-10,1000000042,1000000066,8,14
2026-04-10,1000000042,1000000069,12,11
2026-04-10,1000000042,1000000070,2,26
2026-04-10,1000000042,1000000071,10,13
2026-04-10,1000000042,1000000072,2,27
2026-04-10,1000000042,1000000074,1,32
2026-04-10,1000000042,1000000083,15,10
2026-04-10,1000000042,1000000084,2,28
2026-04-10,1000000042,1000000085,3,21
2026-04-10,1000000042,1000000086,3,22
2026-04-10,1000000042,1000000087,3,23
2026-04-10,1000000042,1000000088,2,29
2026-04-10,1000000042,1000000090,2,30
2026-04-10,1000000042,1000000093,1,33
2026-04-10,1000000042,1000000094,3,24
2026-04-10,1000000042,1000000110,1,34
2026-04-10,1000000042,1000000111,1,35
2026-04-10,1000000042,1000000112,2,31
2026-04-10,1000000042,1000000113,1,36
2026-04-10,1000000042,1000000121,21,7
2026-04-10,1000000042,1000000127,20,8
2026-04-10,1000000042,1000000128,6,17
2026-04-10,1000000042,1000000142,7,15
2026-04-10,1000000042,1000000143,4,19
2026-04-10,1000000042,1000000144,3,25
2026-04-10,1000000043,1000000027,5,20
2026-04-10,1000000043,1000000028,2,26
2026-04-10,1000000043,1000000033,9,13
2026-04-10,1000000043,1000000035,13,11
2026-04-10,1000000043,1000000042,62,3
2026-04-10,1000000043,1000000044,52,4
2026-04-10,1000000043,1000000045,87,2
2026-04-10,1000000043,1000000062,18,8
2026-04-10,1000000043,1000000063,31,5
2026-04-10,1000000043,1000000064,97,1
2026-04-10,1000000043,1000000065,10,12
2026-04-10,1000000043,1000000066,17,10
2026-04-10,1000000043,1000000069,18,9
2026-04-10,1000000043,1000000070,6,19
2026-04-10,1000000043,1000000071,7,17
2026-04-10,1000000043,1000000072,1,33
2026-04-10,1000000043,1000000074,1,34
2026-04-10,1000000043,1000000083,8,14
2026-04-10,1000000043,1000000084,1,35
2026-04-10,1000000043,1000000085,2,27
2026-04-10,1000000043,1000000086,2,28
2026-04-10,1000000043,1000000087,8,15
2026-04-10,1000000043,1000000088,4,21
2026-04-10,1000000043,1000000090,3,23
2026-04-10,1000000043,1000000091,2,29
2026-04-10,1000000043,1000000092,1,36
2026-04-10,1000000043,1000000093,2,30
2026-04-10,1000000043,1000000094,1,37
2026-04-10,1000000043,1000000111,2,31
2026-04-10,1000000043,1000000112,3,24
2026-04-10,1000000043,1000000113,2,32
2026-04-10,1000000043,1000000121,20,7
2026-04-10,1000000043,1000000127,24,6
2026-04-10,1000000043,1000000128,8,16
2026-04-10,1000000043,1000000142,3,25
2026-04-10,1000000043,1000000143,7,18
2026-04-10,1000000043,1000000144,4,22
2026-04-10,1000000044,1000000027,2,19
2026-04-10,1000000044,1000000028,2,20
2026-04-10,1000000044,1000000033,2,21
2026-04-10,1000000044,1000000035,10,11
2026-04-10,1000000044,1000000042,34,4
2026-04-10,1000000044,1000000043,52,3
2026-04-10,1000000044,1000000045,71,2
2026-04-10,1000000044,1000000062,19,7
2026-04-10,1000000044,1000000063,26,5
2026-04-10,1000000044,1000000064,80,1
2026-04-10,1000000044,1000000065,7,12
2026-04-10,1000000044,1000000066,13,9
2026-04-10,1000000044,1000000069,17,8
2026-04-10,1000000044,1000000070,2,22
2026-04-10,1000000044,1000000071,6,13
2026-04-10,1000000044,1000000072,3,16
2026-04-10,1000000044,1000000083,2,23
2026-04-10,1000000044,1000000086,1,26
2026-04-10,1000000044,1000000087,1,27
2026-04-10,1000000044,1000000092,1,28
2026-04-10,1000000044,1000000093,3,17
2026-04-10,1000000044,1000000094,1,29
2026-04-10,1000000044,1000000110,2,24
2026-04-10,1000000044,1000000111,1,30
2026-04-10,1000000044,1000000121,13,10
2026-04-10,1000000044,1000000127,25,6
2026-04-10,1000000044,1000000128,6,14
2026-04-10,1000000044,1000000142,3,18
2026-04-10,1000000044,1000000143,2,25
2026-04-10,1000000044,1000000144,4,15
2026-04-10,1000000045,1000000027,3,26
2026-04-10,1000000045,1000000028,2,33
2026-04-10,1000000045,1000000033,7,15
2026-04-10,1000000045,1000000035,13,12
2026-04-10,1000000045,1000000042,79,3
2026-04-10,1000000045,1000000043,87,2
2026-04-10,1000000045,1000000044,71,4
2026-04-10,1000000045,1000000062,35,6
2026-04-10,1000000045,1000000063,50,5
2026-04-10,1000000045,1000000064,159,1
2026-04-10,1000000045,1000000065,9,14
2026-04-10,1000000045,1000000066,16,10
2026-04-10,1000000045,1000000069,27,8
2026-04-10,1000000045,1000000070,4,22
2026-04-10,1000000045,1000000071,5,17
2026-04-10,1000000045,1000000072,3,27
2026-04-10,1000000045,1000000083,12,13
2026-04-10,1000000045,1000000084,1,36
2026-04-10,1000000045,1000000085,4,23
2026-04-10,1000000045,1000000086,3,28
2026-04-10,1000000045,1000000087,2,34
2026-04-10,1000000045,1000000088,5,18
2026-04-10,1000000045,1000000089,1,37
2026-04-10,1000000045,1000000090,1,38
2026-04-10,1000000045,1000000091,3,29
2026-04-10,1000000045,1000000092,2,35
2026-04-10,1000000045,1000000093,5,19
2026-04-10,1000000045,1000000094,3,30
2026-04-10,1000000045,1000000108,5,20
2026-04-10,1000000045,1000000110,1,39
2026-04-10,1000000045,1000000111,3,31
2026-04-10,1000000045,1000000112,4,24
2026-04-10,1000000045,1000000113,3,32
2026-04-10,1000000045,1000000121,21,9
2026-04-10,1000000045,1000000127,33,7
2026-04-10,1000000045,1000000128,14,11
2026-04-10,1000000045,1000000142,6,16
2026-04-10,1000000045,1000000143,5,21
2026-04-10,1000000045,1000000144,4,25
2026-04-10,1000000062,1000000027,1,26
2026-04-10,1000000062,1000000033,1,27
2026-04-10,1000000062,1000000035,7,10
2026-04-10,1000000062,1000000042,21,5
2026-04-10,1000000062,1000000043,18,7
2026-04-10,1000000062,1000000044,19,6
2026-04-10,1000000062,1000000045,35,4
2026-04-10,1000000062,1000000063,88,1
2026-04-10,1000000062,1000000064,39,3
2026-04-10,1000000062,1000000065,9,9
2026-04-10,1000000062,1000000066,4,16
2026-04-10,1000000062,1000000069,7,11
2026-04-10,1000000062,1000000070,1,28
2026-04-10,1000000062,1000000071,3,17
2026-04-10,1000000062,1000000072,1,29
2026-04-10,1000000062,1000000074,1,30
2026-04-10,1000000062,1000000083,11,8
2026-04-10,1000000062,1000000084,5,15
2026-04-10,1000000062,1000000085,3,18
2026-04-10,1000000062,1000000086,1,31
2026-04-10,1000000062,1000000087,2,22
2026-04-10,1000000062,1000000088,3,19
2026-04-10,1000000062,1000000089,1,32
2026-04-10,1000000062,1000000090,1,33
2026-04-10,1000000062,1000000091,2,23
2026-04-10,1000000062,1000000092,1,34
2026-04-10,1000000062,1000000093,2,24
2026-04-10,1000000062,1000000094,1,35
2026-04-10,1000000062,1000000108,1,36
2026-04-10,1000000062,1000000111,7,12
2026-04-10,1000000062,1000000113,1,37
2026-04-10,1000000062,1000000121,6,13
2026-04-10,1000000062,1000000127,61,2
2026-04-10,1000000062,1000000128,6,14
2026-04-10,1000000062,1000000142,3,20
2026-04-10,1000000062,1000000143,3,21
2026-04-10,1000000062,1000000144,2,25
2026-04-10,1000000063,1000000027,1,29
2026-04-10,1000000063,1000000028,1,30
2026-04-10,1000000063,1000000033,1,31
2026-04-10,1000000063,1000000035,6,14
2026-04-10,1000000063,1000000042,27,6
2026-04-10,1000000063,1000000043,31,5
2026-04-10,1000000063,1000000044,26,7
2026-04-10,1000000063,1000000045,50,3
2026-04-10,1000000063,1000000062,88,1
2026-04-10,1000000063,1000000064,39,4
2026-04-10,1000000063,1000000065,4,15
2026-04-10,1000000063,1000000066,12,8
2026-04-10,1000000063,1000000069,10,10
2026-04-10,1000000063,1000000070,3,19
2026-04-10,1000000063,1000000071,2,23
2026-04-10,1000000063,1000000072,1,32
2026-04-10,1000000063,1000000083,7,13
2026-04-10,1000000063,1000000084,3,20
2026-04-10,1000000063,1000000085,4,16
2026-04-10,1000000063,1000000086,2,24
2026-04-10,1000000063,1000000087,4,17
2026-04-10,1000000063,1000000088,3,21
2026-04-10,1000000063,1000000089,1,33
2026-04-10,1000000063,1000000090,3,22
2026-04-10,1000000063,1000000091,1,34
2026-04-10,1000000063,1000000092,1,35
2026-04-10,1000000063,1000000093,2,25
2026-04-10,1000000063,1000000094,1,36
2026-04-10,1000000063,1000000108,1,37
2026-04-10,1000000063,1000000110,2,26
2026-04-10,1000000063,1000000111,8,11
2026-04-10,1000000063,1000000112,1,38
2026-04-10,1000000063,1000000113,4,18
2026-04-10,1000000063,1000000121,11,9
2026-04-10,1000000063,1000000127,85,2
2026-04-10,1000000063,1000000128,8,12
2026-04-10,1000000063,1000000142,2,27
2026-04-10,1000000063,1000000143,1,39
2026-04-10,1000000063,1000000144,2,28
2026-04-10,1000000064,1000000027,3,34
2026-04-10,1000000064,1000000028,2,37
2026-04-10,1000000064,1000000033,6,31
2026-04-10,1000000064,1000000035,21,15
2026-04-10,1000000064,1000000042,83,4
2026-04-10,1000000064,1000000043,97,3
2026-04-10,1000000064,1000000044,80,5
2026-04-10,1000000064,1000000045,159,1
2026-04-10,1000000064,1000000062,39,9
2026-04-10,1000000064,1000000063,39,10
2026-04-10,1000000064,1000000065,22,13
2026-04-10,1000000064,1000000066,41,8
2026-04-10,1000000064,1000000069,59,6
2026-04-10,1000000064,1000000070,4,33
2026-04-10,1000000064,1000000071,11,24
2026-04-10,1000000064,1000000072,3,35
2026-04-10,1000000064,1000000074,1,39
2026-04-10,1000000064,1000000083,16,18
2026-04-10,1000000064,1000000084,10,27
2026-04-10,1000000064,1000000085,16,19
2026-04-10,1000000064,1000000086,11,25
2026-04-10,1000000064,1000000087,20,16
2026-04-10,1000000064,1000000088,20,17
2026-04-10,1000000064,1000000089,2,38
2026-04-10,1000000064,1000000090,14,22
2026-04-10,1000000064,1000000091,22,14
2026-04-10,1000000064,1000000092,16,20
2026-04-10,1000000064,1000000093,42,7
2026-04-10,1000000064,1000000094,7,30
2026-04-10,1000000064,1000000108,5,32
2026-04-10,1000000064,1000000110,3,36
2026-04-10,1000000064,1000000111,12,23
2026-04-10,1000000064,1000000112,1,40
2026-04-10,1000000064,1000000113,8,28
2026-04-10,1000000064,1000000121,32,11
2026-04-10,1000000064,1000000127,136,2
2026-04-10,1000000064,1000000128,29,12
2026-04-10,1000000064,1000000142,11,26
2026-04-10,1000000064,1000000143,8,29
2026-04-10,1000000064,1000000144,15,21
2026-04-10,1000000065,1000000027,2,17
2026-04-10,1000000065,1000000033,3,13
2026-04-10,1000000065,1000000035,5,9
2026-04-10,1000000065,1000000042,10,3
2026-04-10,1000000065,1000000043,10,4
2026-04-10,1000000065,1000000044,7,7
2026-04-10,1000000065,1000000045,9,5
2026-04-10,1000000065,1000000062,9,6
2026-04-10,1000000065,1000000063,4,11
2026-04-10,1000000065,1000000064,22,1
2026-04-10,1000000065,1000000066,13,2
2026-04-10,1000000065,1000000069,4,12
2026-04-10,1000000065,1000000071,1,22
2026-04-10,1000000065,1000000083,2,18
2026-04-10,1000000065,1000000084,1,23
2026-04-10,1000000065,1000000085,2,19
2026-04-10,1000000065,1000000087,1,24
2026-04-10,1000000065,1000000110,1,25
2026-04-10,1000000065,1000000111,3,14
2026-04-10,1000000065,1000000112,1,26
2026-04-10,1000000065,1000000121,5,10
2026-04-10,1000000065,1000000127,2,20
2026-04-10,1000000065,1000000128,7,8
2026-04-10,1000000065,1000000142,2,21
2026-04-10,1000000065,1000000143,3,15
2026-04-10,1000000065,1000000144,3,16
2026-04-10,1000000066,1000000027,1,20
2026-04-10,1000000066,1000000033,1,21
2026-04-10,1000000066,1000000035,8,9
2026-04-10,1000000066,1000000042,8,10
2026-04-10,1000000066,1000000043,17,2
2026-04-10,1000000066,1000000044,13,4
2026-04-10,1000000066,1000000045,16,3
2026-04-10,1000000066,1000000062,4,14
2026-04-10,1000000066,1000000063,12,6
2026-04-10,1000000066,1000000064,41,1
2026-04-10,1000000066,1000000065,13,5
2026-04-10,1000000066,1000000069,10,7
2026-04-10,1000000066,1000000070,4,15
2026-04-10,1000000066,1000000072,1,22
2026-04-10,1000000066,1000000083,1,23
2026-04-10,1000000066,1000000084,2,17
2026-04-10,1000000066,1000000087,4,16
2026-04-10,1000000066,1000000088,1,24
2026-04-10,1000000066,1000000090,1,25
2026-04-10,1000000066,1000000093,2,18
2026-04-10,1000000066,1000000112,1,26
2026-04-10,1000000066,1000000121,5,12
2026-04-10,1000000066,1000000127,6,11
2026-04-10,1000000066,1000000128,10,8
2026-04-10,1000000066,1000000142,1,27
2026-04-10,1000000066,1000000143,2,19
2026-04-10,1000000066,1000000144,5,13
2026-04-10,1000000069,1000000027,1,22
2026-04-10,1000000069,1000000028,2,16
2026-04-10,1000000069,1000000035,3,14
2026-04-10,1000000069,1000000042,12,5
2026-04-10,1000000069,1000000043,18,3
2026-04-10,1000000069,1000000044,17,4
2026-04-10,1000000069,1000000045,27,2
2026-04-10,1000000069,1000000062,7,10
2026-04-10,1000000069,1000000063,10,6
2026-04-10,1000000069,1000000064,59,1
2026-04-10,1000000069,1000000065,4,13
2026-04-10,1000000069,1000000066,10,7
2026-04-10,1000000069,1000000070,1,23
2026-04-10,1000000069,1000000071,2,17
2026-04-10,1000000069,1000000083,6,11
2026-04-10,1000000069,1000000085,1,24
2026-04-10,1000000069,1000000087,1,25
2026-04-10,1000000069,1000000089,1,26
2026-04-10,1000000069,1000000090,1,27
2026-04-10,1000000069,1000000091,2,18
2026-04-10,1000000069,1000000092,2,19
2026-04-10,1000000069,1000000093,2,20
2026-04-10,1000000069,1000000094,1,28
2026-04-10,1000000069,1000000121,8,9
2026-04-10,1000000069,1000000127,9,8
2026-04-10,1000000069,1000000128,3,15
2026-04-10,1000000069,1000000142,2,21
2026-04-10,1000000069,1000000143,1,29
2026-04-10,1000000069,1000000144,5,12
2026-04-10,1000000070,1000000027,3,6
2026-04-10,1000000070,1000000028,2,9
2026-04-10,1000000070,1000000033,1,13
2026-04-10,1000000070,1000000042,2,10
2026-04-10,1000000070,1000000043,6,1
2026-04-10,1000000070,1000000044,2,11
2026-04-10,1000000070,1000000045,4,3
2026-04-10,1000000070,1000000062,1,14
2026-04-10,1000000070,1000000063,3,7
2026-04-10,1000000070,1000000064,4,4
2026-04-10,1000000070,1000000066,4,5
2026-04-10,1000000070,1000000069,1,15
2026-04-10,1000000070,1000000071,5,2
2026-04-10,1000000070,1000000072,3,8
2026-04-10,1000000070,1000000083,1,16
2026-04-10,1000000070,1000000110,1,17
2026-04-10,1000000070,1000000121,2,12
2026-04-10,1000000070,1000000128,1,18
2026-04-10,1000000071,1000000027,4,7
2026-04-10,1000000071,1000000028,3,10
2026-04-10,1000000071,1000000033,1,16
2026-04-10,1000000071,1000000035,1,17
2026-04-10,1000000071,1000000042,10,2
2026-04-10,1000000071,1000000043,7,3
2026-04-10,1000000071,1000000044,6,4
2026-04-10,1000000071,1000000045,5,5
2026-04-10,1000000071,1000000062,3,11
2026-04-10,1000000071,1000000063,2,12
2026-04-10,1000000071,1000000064,11,1
2026-04-10,1000000071,1000000065,1,18
2026-04-10,1000000071,1000000069,2,13
2026-04-10,1000000071,1000000070,5,6
2026-04-10,1000000071,1000000072,2,14
2026-04-10,1000000071,1000000083,4,8
2026-04-10,1000000071,1000000087,1,19
2026-04-10,1000000071,1000000088,1,20
2026-04-10,1000000071,1000000113,2,15
2026-04-10,1000000071,1000000127,4,9
2026-04-10,1000000071,1000000128,1,21
2026-04-10,1000000071,1000000142,1,22
2026-04-10,1000000072,1000000028,1,8
2026-04-10,1000000072,1000000042,2,5
2026-04-10,1000000072,1000000043,1,9
2026-04-10,1000000072,1000000044,3,1
2026-04-10,1000000072,1000000045,3,2
2026-04-10,1000000072,1000000062,1,10
2026-04-10,1000000072,1000000063,1,11
2026-04-10,1000000072,1000000064,3,3
2026-04-10,1000000072,1000000066,1,12
2026-04-10,1000000072,1000000070,3,4
2026-04-10,1000000072,1000000071,2,6
2026-04-10,1000000072,1000000083,1,13
2026-04-10,1000000072,1000000127,2,7
2026-04-10,1000000074,1000000042,1,1
2026-04-10,1000000074,1000000043,1,2
2026-04-10,1000000074,1000000062,1,3
2026-04-10,1000000074,1000000064,1,4
2026-04-10,1000000074,1000000091,1,5
2026-04-10,1000000083,1000000027,1,23
2026-04-10,1000000083,1000000028,2,14
2026-04-10,1000000083,1000000033,7,8
2026-04-10,1000000083,1000000035,8,6
2026-04-10,1000000083,1000000042,15,2
2026-04-10,1000000083,1000000043,8,7
2026-04-10,1000000083,1000000044,2,15
2026-04-10,1000000083,1000000045,12,3
2026-04-10,1000000083,1000000062,11,4
2026-04-10,1000000083,1000000063,7,9
2026-04-10,1000000083,1000000064,16,1
2026-04-10,1000000083,1000000065,2,16
2026-04-10,1000000083,1000000066,1,24
2026-04-10,1000000083,1000000069,6,11
2026-04-10,1000000083,1000000070,1,25
2026-04-10,1000000083,1000000071,4,12
2026-04-10,1000000083,1000000072,1,26
2026-04-10,1000000083,1000000085,1,27
2026-04-10,1000000083,1000000087,2,17
2026-04-10,1000000083,1000000088,2,18
2026-04-10,1000000083,1000000089,1,28
2026-04-10,1000000083,1000000090,2,19
2026-04-10,1000000083,1000000091,1,29
2026-04-10,1000000083,1000000093,2,20
2026-04-10,1000000083,1000000094,2,21
2026-04-10,1000000083,1000000108,3,13
2026-04-10,1000000083,1000000110,1,30
2026-04-10,1000000083,1000000112,1,31
2026-04-10,1000000083,1000000113,1,32
2026-04-10,1000000083,1000000121,7,10
2026-04-10,1000000083,1000000127,11,5
2026-04-10,1000000083,1000000128,2,22
2026-04-10,1000000083,1000000142,1,33
2026-04-10,1000000084,1000000042,2,13
2026-04-10,1000000084,1000000043,1,17
2026-04-10,1000000084,1000000045,1,18
2026-04-10,1000000084,1000000062,5,6
2026-04-10,1000000084,1000000063,3,11
2026-04-10,1000000084,1000000064,10,3
2026-04-10,1000000084,1000000065,1,19
2026-04-10,1000000084,1000000066,2,14
2026-04-10,1000000084,1000000085,15,1
2026-04-10,1000000084,1000000086,4,8
2026-04-10,1000000084,1000000087,15,2
2026-04-10,1000000084,1000000088,6,5
2026-04-10,1000000084,1000000090,10,4
2026-04-10,1000000084,1000000091,2,15
2026-04-10,1000000084,1000000092,2,16
2026-04-10,1000000084,1000000093,5,7
2026-04-10,1000000084,1000000094,1,20
2026-04-10,1000000084,1000000108,3,12
2026-04-10,1000000084,1000000110,4,9
2026-04-10,1000000084,1000000111,4,10
2026-04-10,1000000084,1000000113,1,21
2026-04-10,1000000084,1000000127,1,22
2026-04-10,1000000084,1000000128,1,23
2026-04-10,1000000084,1000000142,1,24
2026-04-10,1000000084,1000000143,1,25
2026-04-10,1000000085,1000000027,1,23
2026-04-10,1000000085,1000000033,1,24
2026-04-10,1000000085,1000000042,3,14
2026-04-10,1000000085,1000000043,2,17
2026-04-10,1000000085,1000000045,4,12
2026-04-10,1000000085,1000000062,3,15
2026-04-10,1000000085,1000000063,4,13
2026-04-10,1000000085,1000000064,16,1
